GenomeID	MEBS_SS	Comp_mean	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29
GCF_000816245.1_ASM81624v1	4.626	52.6	55.6	30.0	0.0	41.2	40.0	30.0	77.8	100.0	60.0	45.0	27.6	0.0	33.3	100.0	57.1	31.2	25.0	28.6	85.7	14.3	0.0	28.6	63.6	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000816265.1_ASM81626v1	5.47	53.1	55.6	30.0	0.0	47.1	45.0	35.0	77.8	100.0	60.0	40.0	31.0	0.0	33.3	100.0	57.1	31.2	25.0	28.6	85.7	14.3	0.0	28.6	63.6	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000816345.1_ASM81634v1	5.864	53.7	77.8	30.0	0.0	41.2	40.0	35.0	77.8	100.0	60.0	45.0	34.5	0.0	33.3	100.0	57.1	31.2	25.0	28.6	85.7	14.3	0.0	28.6	63.6	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000816365.1_ASM81636v1	4.267	52.9	66.7	30.0	0.0	35.3	40.0	30.0	77.8	100.0	60.0	45.0	31.0	0.0	33.3	100.0	57.1	31.2	25.0	28.6	85.7	14.3	0.0	28.6	63.6	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000816785.1_ASM81678v1	4.87	50.2	66.7	30.0	0.0	41.2	40.0	35.0	77.8	100.0	40.0	45.0	34.5	0.0	33.3	50.0	57.1	31.2	16.7	14.3	85.7	14.3	0.0	28.6	63.6	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000816845.1_ASM81684v1	0.777	76.0	55.6	70.0	100.0	58.8	45.0	45.0	66.7	100.0	100.0	65.0	37.9	100.0	100.0	100.0	71.4	50.0	100.0	100.0	85.7	42.9	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000817955.1_ASM81795v1	5.375	66.5	55.6	40.0	0.0	76.5	65.0	60.0	77.8	100.0	80.0	65.0	41.4	0.0	66.7	100.0	57.1	56.2	83.3	85.7	85.7	42.9	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000817975.1_ASM81797v1	2.355	77.2	44.4	40.0	100.0	70.6	55.0	50.0	77.8	100.0	100.0	65.0	41.4	100.0	100.0	100.0	64.3	56.2	91.7	100.0	85.7	71.4	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000818015.1_ASM81801v1	3.372	74.0	44.4	50.0	100.0	70.6	65.0	50.0	66.7	100.0	100.0	65.0	44.8	0.0	100.0	100.0	57.1	56.2	91.7	100.0	85.7	71.4	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000818035.1_ASM81803v1	-0.316	59.6	44.4	40.0	0.0	47.1	45.0	30.0	55.6	100.0	100.0	60.0	31.0	0.0	100.0	100.0	57.1	43.8	41.7	42.9	85.7	42.9	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000818095.1_ASM81809v1	-1.198	62.7	55.6	40.0	0.0	41.2	45.0	30.0	44.4	100.0	100.0	60.0	34.5	0.0	100.0	100.0	57.1	43.8	75.0	85.7	85.7	57.1	0.0	57.1	81.8	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000819445.1_ASM81944v1	-3.052	57.5	33.3	40.0	0.0	23.5	45.0	10.0	22.2	100.0	100.0	50.0	27.6	0.0	100.0	100.0	57.1	31.2	83.3	85.7	85.7	42.9	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	0.0
GCF_000819565.1_ASM81956v1	2.676	72.2	66.7	60.0	100.0	58.8	45.0	40.0	66.7	100.0	100.0	60.0	37.9	0.0	100.0	100.0	57.1	50.0	91.7	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000827005.1_ASM82700v1	-0.496	70.0	55.6	50.0	100.0	47.1	45.0	40.0	55.6	100.0	100.0	55.0	37.9	0.0	100.0	100.0	64.3	43.8	91.7	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000827125.1_ASM82712v1	5.191	67.8	33.3	30.0	100.0	76.5	60.0	60.0	77.8	100.0	80.0	55.0	37.9	0.0	66.7	100.0	50.0	56.2	75.0	85.7	85.7	57.1	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000828475.1_ASM82847v1	1.891	67.6	44.4	60.0	100.0	58.8	55.0	35.0	77.8	100.0	80.0	70.0	41.4	0.0	66.7	100.0	57.1	43.8	75.0	85.7	85.7	42.9	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000828515.1_ASM82851v1	2.204	43.8	33.3	10.0	100.0	41.2	50.0	30.0	44.4	0.0	40.0	55.0	31.0	0.0	33.3	0.0	57.1	31.2	16.7	0.0	85.7	71.4	0.0	42.9	63.6	100.0	100.0	100.0	100.0	0.0	33.3
GCF_000828575.1_ASM82857v1	6.245	51.1	33.3	20.0	100.0	64.7	55.0	45.0	66.7	100.0	100.0	60.0	37.9	0.0	100.0	100.0	57.1	43.8	25.0	28.6	57.1	71.4	0.0	28.6	54.5	0.0	0.0	0.0	100.0	75.0	58.3
GCF_000828615.1_ASM82861v1	8.479	74.8	77.8	60.0	100.0	70.6	75.0	50.0	77.8	100.0	100.0	50.0	55.2	0.0	66.7	100.0	57.1	75.0	75.0	85.7	85.7	71.4	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	91.7
GCF_000828635.1_ASM82863v1	8.436	77.4	77.8	70.0	100.0	64.7	75.0	50.0	77.8	100.0	100.0	55.0	55.2	0.0	100.0	100.0	57.1	62.5	91.7	100.0	85.7	71.4	0.0	85.7	72.7	100.0	100.0	100.0	100.0	100.0	91.7
GCF_000828655.1_ASM82865v1	3.73	39.5	44.4	20.0	100.0	47.1	35.0	30.0	44.4	0.0	80.0	45.0	27.6	100.0	66.7	0.0	50.0	31.2	25.0	0.0	57.1	42.9	0.0	28.6	45.5	0.0	0.0	0.0	100.0	100.0	25.0
GCF_000828675.1_ASM82867v1	3.001	40.5	44.4	20.0	100.0	41.2	35.0	30.0	44.4	0.0	60.0	50.0	27.6	100.0	66.7	0.0	57.1	37.5	25.0	0.0	71.4	42.9	0.0	42.9	54.5	0.0	0.0	0.0	100.0	100.0	25.0
GCF_000828715.1_ASM82871v1	-1.725	56.4	33.3	50.0	0.0	29.4	50.0	15.0	33.3	100.0	80.0	55.0	31.0	0.0	66.7	100.0	57.1	31.2	75.0	85.7	85.7	42.9	0.0	42.9	63.6	100.0	100.0	100.0	100.0	100.0	8.3
GCF_000828815.1_ASM82881v1	1.886	23.8	22.2	10.0	0.0	29.4	45.0	25.0	33.3	0.0	40.0	65.0	27.6	0.0	0.0	0.0	57.1	18.8	16.7	0.0	71.4	71.4	0.0	42.9	63.6	0.0	0.0	0.0	0.0	25.0	25.0
GCF_000828835.1_ASM82883v1	10.327	67.3	88.9	60.0	100.0	64.7	75.0	50.0	77.8	0.0	60.0	55.0	58.6	0.0	33.3	100.0	57.1	37.5	75.0	85.7	85.7	71.4	0.0	42.9	81.8	100.0	100.0	100.0	100.0	100.0	91.7
GCF_000828855.1_ASM82885v1	-0.369	5.2	11.1	0.0	0.0	0.0	5.0	0.0	0.0	0.0	60.0	15.0	6.9	0.0	0.0	0.0	0.0	0.0	8.3	0.0	0.0	0.0	0.0	0.0	18.2	0.0	0.0	0.0	0.0	25.0	0.0
GCF_000828895.1_ASM82889v1	1.64	63.3	44.4	70.0	100.0	52.9	45.0	35.0	66.7	0.0	60.0	60.0	34.5	0.0	66.7	100.0	57.1	37.5	91.7	100.0	85.7	42.9	0.0	71.4	63.6	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000828915.1_ASM82891v1	3.252	66.0	44.4	60.0	100.0	58.8	55.0	40.0	77.8	0.0	80.0	60.0	41.4	0.0	66.7	100.0	57.1	43.8	91.7	100.0	85.7	57.1	0.0	71.4	63.6	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000828975.1_ASM82897v1	4.946	69.6	33.3	30.0	100.0	76.5	65.0	55.0	77.8	100.0	80.0	55.0	41.4	0.0	66.7	100.0	50.0	43.8	83.3	100.0	85.7	71.4	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000829055.1_ASM82905v1	-0.641	29.9	22.2	20.0	0.0	0.0	15.0	0.0	11.1	0.0	80.0	35.0	17.2	0.0	66.7	100.0	57.1	12.5	25.0	28.6	85.7	28.6	0.0	0.0	63.6	0.0	0.0	0.0	100.0	100.0	0.0
GCF_000829195.1_ASM82919v1	2.207	65.8	55.6	40.0	0.0	52.9	55.0	35.0	66.7	100.0	100.0	65.0	34.5	0.0	100.0	100.0	57.1	50.0	83.3	85.7	85.7	57.1	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000829235.1_ASM82923v1	4.764	44.8	55.6	10.0	0.0	29.4	40.0	25.0	11.1	0.0	60.0	50.0	27.6	0.0	66.7	50.0	50.0	25.0	33.3	14.3	71.4	42.9	0.0	57.1	54.5	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000829315.1_ASM82931v1	0.305	34.3	33.3	20.0	100.0	11.8	35.0	10.0	33.3	0.0	40.0	25.0	20.7	0.0	33.3	0.0	14.3	12.5	25.0	0.0	42.9	14.3	0.0	28.6	36.4	100.0	100.0	100.0	100.0	50.0	8.3
GCF_000829375.1_ASM82937v1	-0.746	59.7	44.4	60.0	0.0	35.3	55.0	25.0	33.3	100.0	80.0	50.0	34.5	0.0	100.0	100.0	57.1	43.8	75.0	85.7	85.7	42.9	0.0	42.9	63.6	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000829395.1_ASM82939v1	-2.666	33.6	22.2	20.0	0.0	0.0	10.0	0.0	11.1	0.0	100.0	40.0	10.3	0.0	66.7	100.0	64.3	12.5	58.3	85.7	85.7	0.0	0.0	14.3	72.7	0.0	0.0	0.0	100.0	100.0	0.0
GCF_000829415.1_ASM82941v1	0.12	75.3	44.4	30.0	100.0	52.9	60.0	40.0	66.7	100.0	100.0	65.0	44.8	100.0	100.0	100.0	64.3	50.0	100.0	100.0	85.7	71.4	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000829965.1_ASM82996v1	2.242	76.8	55.6	40.0	100.0	64.7	65.0	50.0	77.8	100.0	100.0	70.0	48.3	100.0	100.0	100.0	71.4	50.0	75.0	85.7	85.7	71.4	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000830005.1_ASM83000v1	-0.592	70.7	66.7	50.0	100.0	47.1	45.0	40.0	55.6	100.0	100.0	60.0	41.4	0.0	100.0	100.0	64.3	43.8	91.7	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000830985.1_ASM83098v1	0.854	59.3	44.4	40.0	100.0	52.9	60.0	35.0	77.8	100.0	100.0	50.0	41.4	0.0	100.0	100.0	57.1	56.2	83.3	100.0	85.7	71.4	0.0	57.1	72.7	0.0	0.0	0.0	100.0	100.0	33.3
GCF_000831005.1_ASM83100v1	-0.146000000000001	70.4	33.3	50.0	100.0	58.8	55.0	35.0	77.8	100.0	100.0	55.0	41.4	0.0	100.0	100.0	42.9	81.2	91.7	100.0	71.4	71.4	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000831485.1_ASM83148v1	-2.368	32.7	33.3	30.0	0.0	0.0	20.0	0.0	11.1	100.0	80.0	30.0	13.8	0.0	33.3	100.0	42.9	6.2	58.3	85.7	57.1	0.0	0.0	0.0	45.5	0.0	0.0	0.0	100.0	100.0	0.0
GCF_000831645.3_ASM83164v3	-2.041	30.6	22.2	20.0	0.0	0.0	10.0	0.0	11.1	0.0	80.0	35.0	10.3	0.0	33.3	100.0	57.1	6.2	58.3	85.7	85.7	0.0	0.0	0.0	72.7	0.0	0.0	0.0	100.0	100.0	0.0
GCF_000832305.1_ASM83230v1	0.742	78.3	55.6	60.0	100.0	58.8	55.0	40.0	77.8	100.0	100.0	70.0	48.3	100.0	100.0	100.0	71.4	81.2	91.7	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000833575.1_ASM83357v1	-0.0590000000000002	58.8	33.3	40.0	0.0	41.2	55.0	35.0	55.6	100.0	80.0	50.0	37.9	0.0	66.7	100.0	57.1	37.5	75.0	85.7	85.7	42.9	0.0	28.6	72.7	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000834215.1_ASM83421v1	2.388	74.1	55.6	40.0	100.0	64.7	60.0	50.0	77.8	100.0	100.0	65.0	48.3	100.0	66.7	100.0	64.3	50.0	75.0	85.7	85.7	71.4	0.0	57.1	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000834255.1_ASM83425v1	0.543	72.5	55.6	40.0	100.0	58.8	55.0	40.0	77.8	100.0	100.0	65.0	44.8	100.0	66.7	100.0	64.3	43.8	75.0	85.7	85.7	71.4	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000834395.1_ASM83439v1	1.551	73.4	55.6	40.0	100.0	58.8	55.0	45.0	77.8	100.0	100.0	65.0	44.8	100.0	66.7	100.0	64.3	50.0	83.3	85.7	85.7	71.4	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000834455.1_ASM83445v1	3.009	75.3	55.6	40.0	100.0	64.7	65.0	50.0	77.8	100.0	100.0	65.0	48.3	100.0	100.0	100.0	64.3	56.2	75.0	85.7	85.7	71.4	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000834515.1_ASM83451v1	2.761	74.5	55.6	40.0	100.0	64.7	65.0	50.0	77.8	100.0	100.0	65.0	48.3	100.0	66.7	100.0	71.4	50.0	75.0	85.7	85.7	71.4	0.0	57.1	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000835165.1_ASM83516v1	-0.415	60.6	44.4	50.0	0.0	41.2	55.0	30.0	55.6	100.0	100.0	55.0	37.9	0.0	100.0	100.0	57.1	50.0	50.0	42.9	85.7	42.9	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000835205.1_ASM83520v1	0.237	75.3	55.6	30.0	100.0	64.7	55.0	45.0	77.8	100.0	100.0	70.0	41.4	100.0	100.0	100.0	71.4	50.0	100.0	100.0	85.7	42.9	0.0	71.4	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000875675.1_ASM87567v1	-2.634	49.7	55.6	40.0	0.0	5.9	30.0	5.0	11.1	0.0	80.0	35.0	20.7	0.0	100.0	100.0	57.1	25.0	75.0	85.7	85.7	14.3	0.0	42.9	72.7	100.0	100.0	100.0	100.0	100.0	0.0
GCF_000875755.1_ASM87575v1	-0.82	14.4	11.1	10.0	0.0	0.0	10.0	0.0	11.1	0.0	60.0	20.0	6.9	0.0	33.3	0.0	21.4	6.2	8.3	0.0	57.1	0.0	0.0	0.0	36.4	0.0	0.0	0.0	100.0	25.0	0.0
GCF_000931445.1_ASM93144v1	-0.595000000000001	70.6	55.6	50.0	100.0	52.9	55.0	35.0	66.7	100.0	100.0	65.0	37.9	0.0	100.0	100.0	57.1	50.0	91.7	100.0	85.7	57.1	0.0	71.4	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000931465.1_ASM93146v1	-0.493000000000001	74.9	44.4	40.0	100.0	52.9	50.0	35.0	66.7	100.0	100.0	65.0	44.8	100.0	100.0	100.0	71.4	43.8	91.7	100.0	85.7	71.4	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000940805.1_ASM94080v1	-0.185	73.4	55.6	40.0	100.0	58.8	50.0	35.0	66.7	100.0	100.0	55.0	41.4	100.0	100.0	100.0	64.3	43.8	83.3	100.0	85.7	71.4	0.0	71.4	81.8	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000940995.1_ASM94099v1	2.354	70.2	55.6	50.0	100.0	76.5	60.0	50.0	77.8	100.0	80.0	65.0	48.3	0.0	66.7	100.0	64.3	43.8	83.3	85.7	85.7	71.4	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000941055.1_ASM94105v1	-0.398	63.0	44.4	40.0	100.0	47.1	55.0	30.0	55.6	100.0	80.0	50.0	31.0	0.0	66.7	100.0	57.1	43.8	75.0	85.7	85.7	42.9	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000941075.1_ASM94107v1	-0.561	6.9	11.1	10.0	0.0	0.0	10.0	0.0	0.0	0.0	60.0	15.0	6.9	0.0	0.0	0.0	14.3	0.0	8.3	0.0	28.6	0.0	0.0	0.0	36.4	0.0	0.0	0.0	0.0	0.0	0.0
GCF_000943805.1_ASM94380v1	0.549000000000001	72.5	55.6	50.0	100.0	58.8	50.0	35.0	77.8	100.0	100.0	60.0	41.4	0.0	100.0	100.0	57.1	81.2	91.7	100.0	85.7	57.1	0.0	85.7	72.7	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000949425.1_ASM94942v1	0.329	62.7	66.7	50.0	100.0	29.4	45.0	15.0	22.2	100.0	100.0	65.0	34.5	0.0	100.0	100.0	50.0	31.2	58.3	85.7	71.4	57.1	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000950575.1_ASM95057v1	-2.548	61.3	55.6	50.0	0.0	35.3	40.0	25.0	44.4	100.0	100.0	55.0	34.5	0.0	100.0	100.0	57.1	43.8	83.3	85.7	85.7	42.9	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	8.3
GCF_000952035.1_ASM95203v1	-0.592000000000001	70.9	66.7	50.0	100.0	52.9	45.0	35.0	66.7	100.0	100.0	65.0	37.9	0.0	100.0	100.0	57.1	43.8	91.7	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000952975.1_D1G	0.26	46.5	22.2	20.0	0.0	29.4	35.0	15.0	33.3	0.0	80.0	30.0	24.1	100.0	33.3	0.0	64.3	18.8	66.7	57.1	85.7	28.6	0.0	14.3	72.7	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000953015.1_Candidatus_Methylopumilus_turicensis_MMS-10A-171	1.85	60.3	44.4	50.0	100.0	52.9	45.0	30.0	66.7	100.0	80.0	55.0	34.5	0.0	33.3	100.0	50.0	31.2	33.3	28.6	85.7	42.9	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000953135.1_LFA	-1.432	58.7	33.3	30.0	100.0	29.4	35.0	20.0	44.4	100.0	80.0	40.0	20.7	0.0	66.7	100.0	57.1	31.2	75.0	85.7	85.7	14.3	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	8.3
GCF_000953195.1_Acholeplasma_oculi_strain_19L	-0.479	24.3	22.2	20.0	0.0	5.9	25.0	10.0	11.1	0.0	80.0	40.0	17.2	0.0	66.7	0.0	28.6	25.0	25.0	0.0	42.9	14.3	0.0	42.9	27.3	0.0	0.0	0.0	100.0	100.0	0.0
GCF_000953215.1_DG5	4.155	36.6	22.2	0.0	0.0	29.4	35.0	25.0	22.2	0.0	60.0	35.0	20.7	100.0	66.7	100.0	57.1	25.0	25.0	28.6	71.4	14.3	0.0	42.9	54.5	0.0	0.0	0.0	100.0	100.0	25.0
GCF_000953355.1_XNC2	-0.0500000000000002	64.9	33.3	20.0	100.0	47.1	50.0	30.0	55.6	100.0	80.0	65.0	34.5	0.0	66.7	100.0	57.1	37.5	75.0	85.7	85.7	71.4	0.0	71.4	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000953435.1_CEM1.1	1.849	20.4	33.3	10.0	0.0	23.5	35.0	25.0	33.3	0.0	20.0	15.0	17.2	0.0	33.3	0.0	35.7	25.0	8.3	0.0	57.1	14.3	0.0	42.9	45.5	0.0	0.0	0.0	100.0	0.0	16.7
GCF_000953475.1_MfumSolVChr1	5.128	53.5	66.7	30.0	100.0	70.6	55.0	50.0	66.7	100.0	80.0	60.0	41.4	0.0	66.7	100.0	57.1	37.5	41.7	28.6	85.7	57.1	0.0	42.9	63.6	0.0	0.0	0.0	100.0	100.0	50.0
GCF_000953535.1_E5B	-0.601000000000001	45.3	33.3	30.0	100.0	23.5	35.0	20.0	22.2	100.0	60.0	45.0	20.7	0.0	66.7	100.0	57.1	25.0	75.0	85.7	85.7	14.3	0.0	42.9	63.6	0.0	0.0	0.0	100.0	100.0	8.3
GCF_000953635.1_LMI	1.462	59.2	33.3	50.0	100.0	41.2	35.0	35.0	44.4	100.0	80.0	45.0	20.7	0.0	33.3	100.0	57.1	25.0	75.0	85.7	85.7	14.3	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000953655.1_LHA	-1.304	57.5	33.3	30.0	100.0	29.4	35.0	20.0	44.4	100.0	80.0	45.0	20.7	0.0	33.3	100.0	57.1	25.0	75.0	85.7	85.7	14.3	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	8.3
GCF_000953695.1_AWOD1	1.063	67.5	44.4	50.0	100.0	64.7	60.0	40.0	77.8	100.0	80.0	65.0	44.8	0.0	33.3	100.0	57.1	43.8	75.0	85.7	85.7	71.4	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000953715.1_DTL3	4.443	31.2	55.6	20.0	0.0	29.4	30.0	20.0	11.1	0.0	80.0	45.0	17.2	0.0	66.7	0.0	57.1	25.0	25.0	0.0	85.7	14.3	0.0	42.9	63.6	0.0	0.0	0.0	100.0	100.0	16.7
GCF_000953735.1_MVIS1	0.154	66.4	44.4	50.0	100.0	58.8	55.0	30.0	77.8	100.0	80.0	65.0	41.4	0.0	33.3	100.0	57.1	43.8	75.0	85.7	85.7	71.4	0.0	57.1	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000954115.1_ASM95411v1	-1.113	68.7	55.6	30.0	100.0	52.9	45.0	40.0	55.6	100.0	100.0	65.0	34.5	0.0	100.0	100.0	57.1	43.8	91.7	100.0	85.7	42.9	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000954135.1_ASM95413v2	0.526	73.3	55.6	60.0	100.0	58.8	50.0	40.0	77.8	100.0	100.0	70.0	48.3	0.0	100.0	100.0	57.1	56.2	91.7	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000955665.1_ASM95566v1	-0.269	65.9	55.6	40.0	0.0	47.1	55.0	35.0	55.6	100.0	80.0	50.0	37.9	100.0	100.0	100.0	64.3	56.2	75.0	85.7	85.7	42.9	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000955905.1_ASM95590v3	3.182	39.6	66.7	20.0	0.0	29.4	45.0	25.0	22.2	0.0	100.0	50.0	31.0	0.0	66.7	100.0	50.0	31.2	33.3	42.9	71.4	42.9	0.0	57.1	63.6	0.0	0.0	0.0	100.0	75.0	25.0
GCF_000956175.1_ASM95617v1	2.858	38.9	66.7	30.0	0.0	23.5	45.0	25.0	11.1	0.0	100.0	45.0	31.0	0.0	66.7	100.0	50.0	31.2	33.3	42.9	71.4	42.9	0.0	57.1	54.5	0.0	0.0	0.0	100.0	75.0	25.0
GCF_000956315.1_ASM95631v1	-0.755	13.8	11.1	10.0	50.0	0.0	5.0	0.0	11.1	0.0	40.0	20.0	6.9	0.0	0.0	50.0	14.3	0.0	16.7	14.3	14.3	0.0	0.0	0.0	36.4	0.0	0.0	0.0	0.0	100.0	0.0
GCF_000958465.1_ASM95846v1	-3.126	53.9	55.6	40.0	0.0	0.0	30.0	10.0	11.1	100.0	100.0	30.0	27.6	0.0	100.0	100.0	57.1	25.0	75.0	85.7	85.7	14.3	0.0	42.9	72.7	100.0	100.0	100.0	100.0	100.0	0.0
GCF_000959245.1_ASM95924v1	-1.089	74.9	55.6	40.0	100.0	58.8	55.0	35.0	77.8	100.0	100.0	70.0	37.9	100.0	100.0	100.0	71.4	50.0	91.7	100.0	85.7	42.9	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000959505.1_ASM95950v1	-1.075	74.4	44.4	40.0	100.0	58.8	55.0	35.0	77.8	100.0	100.0	70.0	34.5	100.0	100.0	100.0	71.4	50.0	91.7	100.0	85.7	42.9	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000960975.1_ASM96097v1	0.587	75.9	55.6	50.0	100.0	70.6	60.0	45.0	77.8	100.0	100.0	65.0	37.9	100.0	100.0	100.0	71.4	56.2	91.7	100.0	85.7	42.9	0.0	85.7	72.7	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000961095.1_ASM96109v1	0.943	68.8	77.8	50.0	100.0	52.9	45.0	30.0	55.6	100.0	100.0	60.0	34.5	0.0	100.0	100.0	57.1	43.8	83.3	85.7	71.4	57.1	0.0	85.7	72.7	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000961515.1_ASM96151v1	0.363	77.3	55.6	40.0	100.0	64.7	55.0	45.0	77.8	100.0	100.0	70.0	48.3	100.0	100.0	100.0	71.4	56.2	91.7	100.0	85.7	71.4	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000963495.1_ASM96349v1	1.82	78.0	44.4	60.0	100.0	64.7	65.0	45.0	77.8	100.0	100.0	70.0	48.3	100.0	100.0	100.0	71.4	50.0	91.7	100.0	85.7	71.4	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000963865.1_ASM96386v1	-1.224	61.5	55.6	40.0	100.0	35.3	50.0	25.0	44.4	100.0	60.0	35.0	37.9	0.0	66.7	100.0	57.1	43.8	75.0	85.7	85.7	57.1	0.0	57.1	54.5	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000966445.2_ASM96644v2	0.53	39.4	33.3	0.0	0.0	5.9	25.0	5.0	0.0	100.0	80.0	25.0	13.8	0.0	33.3	50.0	57.1	12.5	16.7	14.3	85.7	14.3	0.0	0.0	63.6	100.0	100.0	100.0	100.0	100.0	8.3
GCF_000967305.2_ASM96730v2	3.582	74.7	77.8	50.0	100.0	64.7	55.0	40.0	77.8	100.0	100.0	65.0	44.8	0.0	100.0	100.0	57.1	81.2	83.3	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000967425.1_ASM96742v1	-0.589	73.1	55.6	60.0	100.0	52.9	45.0	35.0	66.7	100.0	100.0	55.0	37.9	100.0	100.0	100.0	71.4	43.8	91.7	100.0	85.7	42.9	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000967895.1_ASM96789v1	-0.295	66.8	44.4	40.0	100.0	52.9	50.0	25.0	66.7	100.0	80.0	60.0	37.9	0.0	66.7	100.0	57.1	43.8	91.7	100.0	85.7	71.4	0.0	57.1	81.8	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000967915.1_ASM96791v1	-1.202	35.4	33.3	20.0	0.0	17.6	30.0	10.0	22.2	0.0	80.0	45.0	20.7	100.0	100.0	0.0	50.0	31.2	50.0	42.9	57.1	28.6	0.0	42.9	45.5	0.0	0.0	0.0	100.0	100.0	0.0
GCF_000968055.1_ASM96805v1	-0.53	23.8	22.2	10.0	0.0	0.0	25.0	0.0	11.1	0.0	80.0	25.0	13.8	100.0	66.7	0.0	35.7	12.5	16.7	0.0	42.9	0.0	0.0	0.0	27.3	0.0	0.0	0.0	100.0	100.0	0.0
