	sulfur	carbon	oxygen	iron	nitrogen
GCF_000007525.1_ASM752v1_protein.faa.named.faa	0.615	0.756	1.413	0.007	2.663
GCF_000403645.1_ASM40364v1_protein.faa.named.faa	-1.545	8.493	2.833	2.595	11.888
GCF_000299965.1_ASM29996v1_protein.faa.named.faa	3.204	6.112	3.892	4.538	13.279
GCF_000019045.1_ASM1904v1_protein.faa.named.faa	1.505	3.245	3.934	4.178	10.411
GCF_000021725.1_ASM2172v1_protein.faa.named.faa	6.509	6.192	1.531	5.173	9.372
GCF_000021645.1_ASM2164v1_protein.faa.named.faa	3.990	6.041	1.070	0.678	5.013
GCF_000019745.1_ASM1974v1_protein.faa.named.faa	-0.188	3.733	2.077	4.807	10.601
GCF_000010105.1_ASM1010v1_protein.faa.named.faa	0.699	2.920	3.772	2.418	15.461
GCF_000196695.1_ASM19669v1_protein.faa.named.faa	2.053	3.728	4.465	2.418	15.801
GCF_000325705.1_ASM32570v1_protein.faa.named.faa	-0.354	1.629	2.628	6.596	11.557
GCF_000020225.1_ASM2022v1_protein.faa.named.faa	2.195	3.872	3.791	3.873	8.788
GCF_000143965.1_ASM14396v1_protein.faa.named.faa	9.181	16.951	3.715	7.232	11.283
GCF_001274535.1_ASM127453v1_protein.faa.named.faa	-0.416	2.400	0.552	0.710	4.662
GCF_000484535.1_ASM48453v1_protein.faa.named.faa	2.271	8.096	6.389	3.219	16.083
GCF_000165505.1_ASM16550v1_protein.faa.named.faa	2.087	4.670	4.196	1.245	9.587
GCF_000022365.1_ASM2236v1_protein.faa.named.faa	5.048	10.256	-0.153	0.155	5.813
GCF_000758625.1_ASM75862v1_protein.faa.named.faa	2.670	4.631	5.458	3.722	14.137
GCF_000725385.1_ASM72538v1_protein.faa.named.faa	1.309	3.670	2.773	7.888	15.384
GCF_000317695.1_ASM31769v1_protein.faa.named.faa	2.723	10.089	8.284	3.272	17.448
GCF_000176855.2_ASM17685v2_protein.faa.named.faa	-0.929	4.230	2.942	4.191	15.544
GCF_001442535.1_ASM144253v1_protein.faa.named.faa	-0.696	3.941	3.519	6.721	16.097
GCF_000973085.1_ASM97308v1_protein.faa.named.faa	0.240	-0.029	-0.140	-0.093	0.571
GCF_000953475.1_MfumSolVChr1_protein.faa.named.faa	4.758	7.111	7.017	5.111	16.890
GCF_000024165.1_ASM2416v1_protein.faa.named.faa	3.314	7.351	5.814	10.241	15.939
GCF_000247565.1_ASM24756v1_protein.faa.named.faa	-1.152	-0.710	1.956	0.915	2.479
GCF_000340865.1_ASM34086v1_protein.faa.named.faa	0.422	3.242	0.780	-0.057	5.561
GCF_000739435.1_ASM73943v1_protein.faa.named.faa	2.125	2.787	1.380	4.660	8.167
GCF_001484705.1_ASM148470v1_protein.faa.named.faa	-1.436	1.774	3.489	2.718	15.560
GCF_000286435.2_ASM28643v2_protein.faa.named.faa	3.240	5.413	2.065	3.194	13.214
GCF_000959245.1_ASM95924v1_protein.faa.named.faa	-1.260	4.434	3.159	5.946	16.475
GCF_001652485.1_ASM165248v1_protein.faa.named.faa	-0.606	2.559	3.491	4.536	14.533
GCF_000010085.1_ASM1008v1_protein.faa.named.faa	0.464	2.898	2.415	1.919	9.606
GCF_000517565.1_ASM51756v1_protein.faa.named.faa	5.540	8.497	1.357	5.843	11.182
GCF_001190745.1_ASM119074v1_protein.faa.named.faa	5.270	7.151	2.131	7.208	10.011
GCF_001664085.1_ASM166408v1_protein.faa.named.faa	-1.706	7.221	6.528	3.792	17.347
GCF_000008045.1_ASM804v1_protein.faa.named.faa	0.048	1.032	1.858	3.978	6.501
GCF_000023705.1_ASM2370v1_protein.faa.named.faa	2.011	16.206	3.826	6.735	14.220
GCF_000341385.1_ASM34138v1_protein.faa.named.faa	-0.401	0.792	1.648	2.554	8.405
GCF_000512895.1_ASM51289v1_protein.faa.named.faa	4.784	13.796	1.173	1.637	8.917
GCF_000299355.1_ASM29935v1_protein.faa.named.faa	1.572	5.130	3.089	0.191	7.348
GCF_000006885.1_ASM688v1_protein.faa.named.faa	-1.147	-0.214	0.500	0.609	2.098
GCF_000022265.1_ASM2226v1_protein.faa.named.faa	5.082	11.055	4.394	7.828	15.111
GCF_000009145.1_ASM914v1_protein.faa.named.faa	-1.841	1.754	2.870	7.453	13.658
GCF_000018305.1_ASM1830v1_protein.faa.named.faa	5.896	4.102	1.440	2.276	8.413
GCF_000281695.1_ASM28169v1_protein.faa.named.faa	1.501	10.436	2.398	1.231	11.918
GCF_000013905.1_ASM1390v1_protein.faa.named.faa	1.035	3.288	2.371	3.944	13.002
GCF_000723165.1_JAG1_protein.faa.named.faa	-1.007	3.641	3.722	5.358	16.480
GCF_000252445.1_ASM25244v1_protein.faa.named.faa	1.239	3.088	4.826	3.192	15.298
GCF_000024025.1_ASM2402v1_protein.faa.named.faa	-0.365	2.519	3.448	2.734	16.324
GCF_000828615.1_ASM82861v1_protein.faa.named.faa	8.193	4.889	3.228	8.415	14.606
GCF_000009425.1_ASM942v1_protein.faa.named.faa	-0.186	1.995	1.891	0.607	3.658
GCF_000165925.1_ASM16592v1_protein.faa.named.faa	1.993	0.885	3.376	3.426	12.605
GCF_001262075.1_ASM126207v1_protein.faa.named.faa	-1.605	4.121	2.403	4.998	10.573
GCF_000725425.1_ASM72542v1_protein.faa.named.faa	8.167	7.745	-0.458	0.473	6.689
GCF_000025405.2_ASM2540v1_protein.faa.named.faa	-0.660	3.444	3.290	5.255	13.993
GCF_000222305.1_ASM22230v1_protein.faa.named.faa	-0.818	2.433	0.575	-0.317	0.553
GCF_001518835.1_ASM151883v1_protein.faa.named.faa	2.330	5.848	2.142	2.030	13.730
GCF_000292685.1_ASM29268v1_protein.faa.named.faa	2.570	1.791	1.231	0.956	5.896
GCF_001644685.1_ASM164468v1_protein.faa.named.faa	3.926	18.240	8.267	4.193	16.342
GCF_000577895.1_M2_40_protein.faa.named.faa	-1.440	6.530	4.813	0.942	8.603
GCF_000015645.1_ASM1564v1_protein.faa.named.faa	2.004	5.125	7.441	3.421	10.751
GCF_000250635.1_ASM25063v1_protein.faa.named.faa	-1.269	-1.130	2.275	5.554	6.912
GCF_001293165.1_ASM129316v1_protein.faa.named.faa	9.617	4.608	3.181	6.875	13.177
GCF_001433715.1_ASM143371v1_protein.faa.named.faa	-1.201	2.117	4.431	6.607	12.211
GCF_000022065.1_ASM2206v1_protein.faa.named.faa	2.780	8.237	1.745	0.956	7.737
GCF_000043285.1_ASM4328v1_protein.faa.named.faa	2.060	2.711	3.117	0.915	8.034
GCF_000819445.1_ASM81944v1_protein.faa.named.faa	-3.046	-1.158	3.093	3.205	8.411
GCF_000023045.1_ASM2304v1_protein.faa.named.faa	-0.277	0.088	2.751	3.583	8.578
GCF_000014665.1_ASM1466v1_protein.faa.named.faa	2.751	4.676	2.835	10.026	11.066
GCF_000013125.1_ASM1312v1_protein.faa.named.faa	0.629	2.068	1.313	3.442	6.662
GCF_001274875.1_ASM127487v1_protein.faa.named.faa	-0.631	-0.486	0.087	0.218	0.117
GCF_001640865.1_ASM164086v1_protein.faa.named.faa	0.141	7.346	0.833	1.709	7.895
GCF_000191545.1_ASM19154v1_protein.faa.named.faa	-1.184	1.172	1.026	-0.438	1.914
GCF_000758565.1_ASM75856v1_protein.faa.named.faa	2.168	4.565	5.635	3.895	13.464
GCF_000196675.1_ASM19667v1_protein.faa.named.faa	1.886	3.719	3.365	2.474	16.036
GCF_001412535.1_ASM141253v1_protein.faa.named.faa	0.533	9.971	6.129	5.028	16.534
GCF_000214435.1_ASM21443v1_protein.faa.named.faa	10.281	12.271	4.631	4.693	11.257
GCF_000165715.2_ASM16571v3_protein.faa.named.faa	2.407	13.404	3.560	5.774	12.429
GCF_000981805.1_ASM98180v1_protein.faa.named.faa	2.551	7.626	3.033	7.519	14.524
GCF_000011545.1_ASM1154v1_protein.faa.named.faa	-1.236	3.795	4.313	5.820	16.291
GCF_000178975.2_ASM17897v2_protein.faa.named.faa	2.056	2.104	3.791	4.181	16.001
GCF_001584185.1_ASM158418v1_protein.faa.named.faa	-0.186	4.090	4.376	3.857	16.054
GCF_000737515.1_ASM73751v1_protein.faa.named.faa	-1.042	1.266	2.929	5.217	13.453
GCF_000016545.1_ASM1654v1_protein.faa.named.faa	3.748	12.259	4.063	0.470	9.063
GCF_000010525.1_ASM1052v1_protein.faa.named.faa	1.433	5.513	7.307	5.078	17.214
GCF_000400955.1_ASM40095v1_protein.faa.named.faa	-0.448	-0.094	0.233	0.218	0.359
GCF_000010125.1_ASM1012v1_protein.faa.named.faa	0.572	2.220	2.958	1.169	7.277
GCF_000178115.2_ASM17811v2_protein.faa.named.faa	0.789	6.922	3.287	1.479	6.941
GCF_001187845.1_ASM118784v1_protein.faa.named.faa	2.304	5.574	3.578	4.017	15.193
GCF_000016205.1_ASM1620v1_protein.faa.named.faa	0.492	7.298	6.946	4.703	18.311
GCF_001652565.1_ASM165256v1_protein.faa.named.faa	-1.401	4.361	3.724	7.861	16.706
GCF_000017545.1_ASM1754v1_protein.faa.named.faa	0.734	2.918	-0.728	0.889	6.363
GCF_000014085.1_ASM1408v1_protein.faa.named.faa	-1.049	2.467	3.456	4.561	15.752
GCF_000016405.1_ASM1640v1_protein.faa.named.faa	3.912	8.620	6.329	8.587	18.065
GCF_000332735.1_ASM33273v1_protein.faa.named.faa	2.004	0.779	2.635	2.123	9.038
GCF_001042405.1_ASM104240v1_protein.faa.named.faa	-1.195	0.845	0.779	-0.135	1.553
GCF_000317575.1_ASM31757v1_protein.faa.named.faa	2.163	7.158	7.003	3.821	16.081
GCF_000196495.1_ASM19649v1_protein.faa.named.faa	0.820	2.720	3.349	8.174	11.228
GCF_000230975.2_ASM23097v3_protein.faa.named.faa	3.059	15.618	3.296	4.177	15.754
GCF_001185205.1_ASM118520v1_protein.faa.named.faa	-0.204	3.003	3.701	3.627	14.530
GCF_000023025.1_ASM2302v1_protein.faa.named.faa	0.054	3.982	7.597	4.603	14.025
GCF_000698865.1_ASM69886v1_protein.faa.named.faa	1.512	3.485	4.216	4.381	15.950
GCF_000023125.1_ASM2312v1_protein.faa.named.faa	-0.049	3.711	3.491	3.778	15.478
GCF_001042695.1_ASM104269v1_protein.faa.named.faa	0.245	-0.493	0.794	0.104	1.717
GCF_000007365.1_ASM736v1_protein.faa.named.faa	2.181	1.696	1.527	1.078	5.893
GCF_000020565.1_ASM2056v1_protein.faa.named.faa	0.082	1.468	0.202	0.576	4.132
GCF_000091325.1_ASM9132v1_protein.faa.named.faa	1.267	4.021	2.880	8.962	13.450
GCF_000164675.2_ASM16467v2_protein.faa.named.faa	-1.307	-0.506	0.344	0.810	1.393
GCF_000525675.1_ASM52567v1_protein.faa.named.faa	-0.097	0.292	1.204	4.105	9.839
GCF_000027185.1_ASM2718v1_protein.faa.named.faa	-1.052	0.129	1.268	0.810	2.947
GCF_000017865.1_ASM1786v1_protein.faa.named.faa	1.334	1.872	-0.230	0.536	5.432
GCF_000092385.1_ASM9238v1_protein.faa.named.faa	-0.832	2.748	3.325	2.860	15.545
GCF_000008305.1_ASM830v1_protein.faa.named.faa	-0.786	-0.755	-0.140	-0.035	0.418
GCF_000953195.1_Acholeplasma_oculi_strain_19L_protein.faa.named.faa	-0.138	-0.535	0.362	-0.131	2.100
GCF_000191045.1_ASM19104v1_protein.faa.named.faa	8.232	11.908	2.022	4.757	9.719
GCF_000092025.1_ASM9202v1_protein.faa.named.faa	-2.138	2.583	3.758	7.854	15.664
GCF_001586165.1_ASM158616v1_protein.faa.named.faa	1.257	4.488	2.529	5.780	13.698
GCF_000263735.1_ASM26373v1_protein.faa.named.faa	7.101	8.070	1.432	0.074	7.275
GCF_000013325.1_ASM1332v1_protein.faa.named.faa	-1.028	2.764	3.490	6.977	14.959
GCF_000026105.1_ASM2610v1_protein.faa.named.faa	0.537	3.885	4.379	5.170	15.561
GCF_000012865.1_ASM1286v1_protein.faa.named.faa	8.537	14.030	1.417	4.477	10.567
GCF_000196855.1_ASM19685v1_protein.faa.named.faa	-0.607	0.123	0.901	-0.057	1.630
GCF_001548015.1_ASM154801v1_protein.faa.named.faa	1.208	17.104	6.973	6.494	17.309
GCF_000764555.1_ASM76455v1_protein.faa.named.faa	2.590	2.200	1.164	1.674	8.265
GCF_001432245.1_ASM143224v1_protein.faa.named.faa	2.051	0.889	2.621	1.950	9.469
GCF_000455605.1_GPTSA100-9_protein.faa.named.faa	-0.634	0.204	1.837	3.508	9.101
GCF_000012185.1_ASM1218v1_protein.faa.named.faa	3.138	1.162	-0.253	4.527	5.165
GCF_000144605.1_ASM14460v1_protein.faa.named.faa	-1.981	8.131	5.965	4.663	14.562
GCF_000800255.1_ASM80025v1_protein.faa.named.faa	-0.066	2.678	3.574	3.884	14.878
GCF_000016365.1_ASM1636v1_protein.faa.named.faa	-1.069	2.536	4.465	2.023	15.866
GCF_000166055.1_ASM16605v1_protein.faa.named.faa	2.449	8.561	5.435	7.684	14.178
GCF_000023765.2_ASM2376v2_protein.faa.named.faa	0.305	0.773	1.615	0.688	6.569
GCF_000807275.1_ASM80727v1_protein.faa.named.faa	3.347	3.998	1.877	0.647	7.725
